NQUEST,NCOMP,nord,SEX,PARENT,NASC,ANASC,CIT,ANINGR,MOTIV,STACIV,STUDIO,TIPOLAU,VOTOEDU,SUEDU,SELODE,ANNOEDU,TIPODIP,UNIVER,PRESNORD,NORDP,MOTENT,ANNOENUS,B01,APQUAL2,ASNONOC2,NACE2,NESPLAV,EXLAV,ETALAV,DISLAV,DISANN1,DISANN2,CONTRIB,ACONTRIB,FCONTRIB,OCCNOW,PROBLAV1,CERC2,PROBLAV2,SALMIN,SMARTW,SMARTWA,SMARTWB,ETAPEN,COPPU,PREVCOM,COPPIP,b22,b23a,b23b,b24,b25a,b25b,b25c,ATTIVP,ISCO,NACE,ETALAV2,MISCOVID1,MISCOVID2,MISCOVIDV1,ETA,NASCREG,NASCAREA,IREG,PARENTP,smartwa1,CLETA5,QUAL,Q,SETT,CFRED,PERC,PERL,NPERL,NPERC,AREA3,AREA5,ACOM4C,ACOM5,PESOFIT2,PESOFIT
32057,2,1,2,1,1,1943,1,,,1,5,,8,10,,1962,1,2,1,2,,,2,16,,,1,,40,2,,,1,20,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,77,1,1,1,,,5,6,3,5,0,1,0,0,2,1,1,0,2,10809.293515,2.6633476086
32057,2,2,1,2,1,1938,1,,,1,3,,,,,,,,2,1,,,2,15,7,19,1,,20,2,,,1,40,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,82,1,1,1,,,5,6,3,5,1,1,0,0,2,1,1,0,2,10809.293515,2.6633476086
32190,1,1,1,1,1,1947,1,,,3,5,,7,10,,1966,5,1,1,1,,,2,15,3,16,1,,20,2,,,1,38,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,73,3,1,3,,,5,6,3,5,1,1,0,0,1,1,1,2,4,2307.540702,0.5685647265
32320,3,1,2,1,1,1962,1,,,1,7,10,110,110,1,2009,5,,1,1,,,1,3,,,1,,20,2,,,1,39,0,1,100,2,,,2,,,63,60,1,70,1,2,2,2,2,2,2,,2341,16,,2,2,,58,4,1,4,,,4,2,1,3,0,1,1,3,3,1,2,2,4,2439.7191185,0.6011327263
32320,3,2,1,2,1,1958,1,,,1,5,,54,60,,1977,3,2,2,2,,,1,4,,,3,1,24,2,,,1,38,0,1,,2,,,1,0,2,,,2,,1,2,2,2,2,2,2,,2511,8,40,2,2,,62,6,1,4,,,4,3,1,4,1,1,1,3,3,1,2,2,4,2439.7191185,0.6011327263
32320,3,3,1,6,1,1994,1,,,2,6,6,100,110,0,2017,3,,2,3,,,1,2,,,2,3,25,2,,,1,2,0,1,,2,,,1,0,0,,,1,,1,1,2,2,2,2,2,1,4110,17,25,2,2,,26,4,1,4,,,1,2,1,3,0,1,1,3,3,1,2,2,4,2439.7191185,0.6011327263
32471,1,1,2,1,1,1945,1,,,4,2,,,,,,,,1,1,,,2,15,8,1,1,,15,2,,,1,35,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,75,15,3,15,,,5,6,3,5,1,1,0,0,1,3,4,0,1,19895.498407,4.9021361138
32524,2,1,1,1,1,1945,1,,,1,7,7,106,110,0,1985,6,,1,1,,,2,15,4,11,2,1,19,2,,,1,29,4,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,75,8,1,8,,,5,6,3,5,1,1,0,0,2,1,2,2,5,574.92930661,0.1416592668
32524,2,2,2,2,1,1948,1,,,1,7,6,110,110,1,1973,6,,2,2,,,2,15,4,11,1,,25,2,,,1,36,4,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,72,8,1,8,,,5,6,3,5,0,1,0,0,2,1,2,2,5,574.92930661,0.1416592668
32556,1,1,2,1,1,1947,1,,,4,3,,,,,,,,1,1,,,2,15,2,3,1,,14,2,,,1,40,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,73,5,1,5,,,5,6,3,5,1,1,0,0,1,1,2,1,3,5471.6153578,1.3481744814
32729,2,1,1,1,1,1954,1,,,1,4,,,,,,,,1,1,,,1,7,,,3,3,16,2,,,1,43,1,1,60,2,,,2,,,59,40,,,2,1,2,1,2,2,2,,8332,8,25,1,2,1200,66,8,1,8,,,5,4,2,4,1,1,1,1,1,1,2,1,3,1886.9243653,0.4649272859
32729,2,2,2,2,1,1958,1,,,1,3,,,,,,,,2,2,,,2,13,,,1,,15,2,,,1,22,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,62,8,1,8,,,4,7,3,5,0,0,0,1,1,1,2,1,3,1886.9243653,0.4649272859
32734,1,1,1,1,1,1965,1,,,3,3,,,,,,,,1,1,,,1,1,,,1,,15,2,,,1,39,1,1,90,2,,,2,,,58,70,2,,1,2,2,2,2,2,2,,7233,3,,2,2,,55,8,1,8,,,4,1,1,2,1,1,1,1,1,1,2,1,3,6543.8432425,1.612365251
32765,2,1,1,1,1,1954,1,,,1,7,6,107,110,0,1978,2,,1,2,,,2,15,4,13,2,1,22,2,,,1,40,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,66,8,1,8,,,5,6,3,5,1,1,0,0,2,1,2,2,4,678.4820622,0.1671740688
32765,2,2,2,2,1,1956,1,,,1,7,9,104,110,0,1980,5,,1,1,,,2,15,2,17,3,1,28,2,,,1,38,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,64,8,1,8,,,4,6,3,5,0,1,0,0,2,1,2,2,4,678.4820622,0.1671740688
32772,2,1,2,1,1,1952,1,,,1,5,,36,60,,1971,2,2,1,1,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,68,16,3,8,,,5,7,3,5,0,0,0,0,1,1,2,2,4,773.24572054,0.1905232879
32772,2,2,1,2,1,1949,1,,,1,3,,,,,,,,2,2,,,2,15,1,3,3,1,16,2,,,1,42,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,71,8,1,8,,,5,6,3,5,1,1,0,0,1,1,2,2,4,773.24572054,0.1905232879
32822,1,1,1,1,1,1962,1,,,2,5,,37,60,,1981,5,1,1,3,,,1,2,,,1,,31,1,5,,1,22,1,1,100,2,,,2,,,67,60,2,,1,2,2,2,2,2,2,,5312,15,,2,2,,58,18,3,18,,,4,2,1,3,1,1,1,1,1,3,4,2,4,1684.7509212,0.4151129147
32839,2,1,1,1,1,1945,1,,,1,5,,50,60,,1969,2,2,1,1,,,2,15,1,8,2,1,18,2,,,1,40,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,75,5,1,5,,,5,6,3,5,1,1,0,0,1,1,2,0,2,1593.5680389,0.3926459782
32839,2,2,2,2,1,1944,1,,,1,3,,,,,,,,2,2,,,2,13,,,2,1,15,1,1,,1,10,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,76,5,1,5,,,5,7,3,5,0,0,0,0,1,1,2,0,2,1593.5680389,0.3926459782
32861,2,1,1,1,1,1946,1,,,1,2,,,,,,,,1,2,,,2,15,1,8,2,1,14,2,,,1,37,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,74,11,2,11,,,5,6,3,5,1,1,0,0,2,2,3,1,3,2832.7439102,0.6979717693
32861,2,2,2,2,1,1951,1,,,1,2,,,,,,,,1,1,,,2,15,1,22,1,,18,2,,,1,40,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,69,11,2,11,,,5,6,3,5,0,1,0,0,2,2,3,1,3,2832.7439102,0.6979717693
32887,2,1,1,1,1,1962,1,,,1,5,,77,100,,1981,2,2,1,1,,,2,12,2,7,3,3,20,,,2,1,33,0,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,58,5,1,5,,,4,7,3,5,0,0,0,0,1,1,2,1,3,1543.8956078,0.3804069775
32887,2,2,2,2,1,1965,1,,,1,5,,77,100,,1984,4,2,2,2,,,2,12,2,7,3,1,19,,,1,1,32,0,2,,2,,,,,,,,,,2,2,2,2,1,2,2,,0,,,,,,55,5,1,5,,,4,7,3,5,1,1,0,0,1,1,2,1,3,1543.8956078,0.3804069775
33036,4,1,1,1,1,1936,1,,,1,2,,,,,,,,1,1,,,2,15,1,6,1,,14,2,,,1,40,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,84,15,3,15,,,5,6,3,5,0,1,0,1,3,3,4,2,4,2771.4537277,0.6828702216
33036,4,2,2,2,1,1939,1,,,1,2,,,,,,,,1,2,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,81,15,3,15,,,5,7,3,5,0,0,0,1,3,3,4,2,4,2771.4537277,0.6828702216
33036,4,3,1,6,1,1965,1,,,2,3,,,,,,,,2,3,,,1,1,,,5,1,16,1,8,,1,15,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,9613,19,54,2,2,,55,15,3,15,,,4,1,1,4,0,1,1,1,3,3,4,2,4,2771.4537277,0.6828702216
33036,4,4,2,11,1,1940,1,,,4,2,,,,,,,,1,,2,2018,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,80,15,3,15,,,5,6,3,5,1,1,0,1,3,3,4,2,4,2771.4537277,0.6828702216
33038,6,1,1,1,1,1957,1,,,1,5,,48,60,,1975,1,2,1,1,,,1,1,,,2,1,17,1,5,,1,25,0,1,100,2,,,2,,,67,65,2,,1,2,2,2,2,2,2,,5312,16,45,2,2,,63,15,3,15,,,4,1,1,3,1,1,1,2,2,3,4,2,4,3817.9927506,0.9407314038
33038,6,2,2,2,1,1955,1,,,1,4,,,,,,,,2,2,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,65,15,3,15,,,5,7,3,5,0,0,0,2,2,3,4,2,4,3817.9927506,0.9407314038
33038,6,3,2,6,1,1988,1,,,1,5,,50,60,,2006,3,2,2,3,,,2,12,2,9,1,,23,,,3,1,5,0,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,32,15,3,15,,,1,7,3,5,0,0,0,2,2,3,4,2,4,3817.9927506,0.9407314038
33038,6,4,1,6,1,1990,1,,,2,4,,,,,,,,2,4,,,1,9,,,1,,25,2,,,1,6,0,1,,2,,,2,,,,,,,2,1,2,2,2,2,2,,5221,7,,1,2,2000,30,15,3,15,,,1,4,2,4,0,1,1,2,2,3,4,2,4,3817.9927506,0.9407314038
33038,6,5,1,8,2,1988,2,2014,4,1,5,,80,100,,2007,3,2,2,5,,,2,12,9,7,1,,25,,,3,1,5,0,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,32,,,15,,,1,7,3,5,0,0,0,2,2,3,4,2,4,3817.9927506,0.9407314038
33038,6,6,2,10,2,2016,2,2016,4,2,1,,,,,,,,,6,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,0,,,,,,4,,,15,,,1,7,3,5,0,0,0,2,2,3,4,2,4,3817.9927506,0.9407314038
33275,2,1,1,1,1,1936,1,,,1,8,2,95,100,0,1968,3,,1,1,,,2,15,3,16,1,,23,1,3,,1,35,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,84,16,3,13,,,5,6,3,5,1,1,0,0,2,3,4,2,4,769.66680848,0.1896414646
33275,2,2,2,8,1,1945,1,,,1,7,9,100,100,0,1972,2,,1,2,,,2,15,3,16,1,,33,2,,,1,28,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,75,14,3,13,,,5,6,3,5,0,1,0,0,2,3,4,2,4,769.66680848,0.1896414646
33303,2,1,1,1,1,1947,1,,,1,5,,10,10,,1966,2,2,1,1,,,2,15,3,16,2,1,21,2,,,1,35,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,73,8,1,8,,,5,6,3,5,1,1,0,0,2,1,2,2,4,722.95833417,0.1781327658
33303,2,2,2,2,1,1939,1,,,1,4,,,,,,,,1,2,,,2,15,2,15,3,1,19,2,,,1,35,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,81,8,1,8,,,5,6,3,5,0,1,0,0,2,1,2,2,4,722.95833417,0.1781327658
33335,2,1,1,1,1,1960,1,,,1,5,,54,60,,1979,2,2,1,1,,,1,1,,,4,1,20,2,,,1,40,0,1,99,2,,,2,,,62,85,2,,1,2,2,2,2,2,2,,9313,15,27,2,2,,60,10,2,10,,,4,1,1,3,1,1,1,2,2,2,3,0,1,13411.644783,3.304551959
33335,2,2,2,2,1,1959,1,,,1,3,,,,,,,,1,2,,,2,15,1,3,2,3,15,2,,,1,42,0,1,100,,,,2,,,,,,,2,1,2,1,2,2,2,,6114,1,52,2,2,,61,10,2,10,,,4,6,3,5,0,1,1,2,2,2,3,0,1,13411.644783,3.304551959
33451,3,1,2,1,1,1955,1,,,3,5,,45,60,,1973,3,2,1,1,,,2,15,2,11,1,,19,2,,,1,41,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,65,19,3,19,,,5,6,3,5,1,1,0,0,1,3,5,3,5,8593.6292657,2.1174207105
33451,3,2,1,7,1,1983,1,,,2,5,,70,100,,2003,3,2,2,2,,,2,11,,,0,,,,,,,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,37,19,3,19,,,2,7,3,5,0,0,0,0,1,3,5,3,5,8593.6292657,2.1174207105
33451,3,3,2,7,1,1993,1,,,2,5,,80,100,,2011,3,2,2,3,,,2,11,,,0,,,,,,,,,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,27,19,3,19,,,1,7,3,5,0,0,0,0,1,3,5,3,5,8593.6292657,2.1174207105
33479,2,1,2,1,1,1934,1,,,2,5,,8,10,,1953,5,2,1,1,,,2,15,3,16,1,,22,2,,,1,40,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,86,19,3,19,,,5,6,3,5,1,1,0,0,2,3,5,3,5,1569.8693764,0.3868067644
33479,2,2,2,11,1,1936,1,,,2,5,,7,10,,1955,5,2,2,2,,,2,15,2,22,1,,24,2,,,1,40,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,84,19,3,19,,,5,6,3,5,0,1,0,0,2,3,5,3,5,1569.8693764,0.3868067644
33839,1,1,2,1,1,1946,1,,,3,3,,,,,,,,1,1,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,74,16,3,16,,,5,6,3,5,1,1,0,0,1,3,4,2,4,4740.1286266,1.1679403677
33882,2,1,1,1,1,1951,1,,,1,3,,,,,,,,1,1,,,2,15,1,2,3,1,23,2,,,1,35,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,69,8,1,8,,,5,6,3,5,1,1,0,0,1,1,2,0,1,9153.3136292,2.2553237112
33882,2,2,2,2,1,1959,1,,,1,3,,,,,,,,2,2,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,61,8,1,8,,,4,7,3,5,0,0,0,0,1,1,2,0,1,9153.3136292,2.2553237112
33937,2,1,1,1,1,1939,1,,,1,3,,,,,,,,1,1,,,2,15,8,6,5,3,15,2,,,1,20,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,81,19,3,12,,,5,6,3,5,0,1,0,0,2,2,3,2,4,1392.509843,0.3431063978
33937,2,2,2,2,1,1947,1,,,1,2,,,,,,,,1,2,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,73,19,3,12,,,5,6,3,5,1,1,0,0,2,2,3,2,4,1392.509843,0.3431063978
34252,2,1,2,1,2,1949,1,1979,3,4,3,,,,,,,,1,,2,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,71,,,13,,,5,6,3,5,0,1,0,0,2,3,4,1,3,4686.0175694,1.1546077151
34252,2,2,1,14,1,1948,1,,,2,3,,,,,,,,1,1,,,2,15,1,15,1,,29,2,,,1,40,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,72,13,3,13,,,5,6,3,5,1,1,0,0,2,3,4,1,3,4686.0175694,1.1546077151
34778,2,1,1,1,1,1963,1,,,2,5,,42,60,,1982,2,2,1,2,,,1,2,,,1,,27,2,,,1,30,1,1,80,2,,,1,4,8,66,80,2,,1,2,2,2,2,2,2,,4311,13,,2,2,,57,16,3,16,,,4,2,1,4,1,1,1,1,2,3,4,2,3,1217.9798646,0.3001032172
34778,2,2,2,4,1,1937,1,,,4,2,,,,,,,,2,1,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,83,16,3,16,,,5,7,3,5,0,1,0,1,2,3,4,2,3,1217.9798646,0.3001032172
34825,2,1,1,1,1,1953,1,,,1,3,,,,,,,,1,1,,,2,15,2,19,2,1,19,2,,,1,43,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,67,8,1,8,,,5,6,3,5,1,1,0,0,2,1,2,1,3,988.28347458,0.2435073509
34825,2,2,2,2,1,1954,1,,,1,6,3,60,100,0,1982,6,,2,2,,,2,15,1,17,2,1,14,1,2,,1,42,2,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,66,11,2,8,,,5,6,3,5,0,1,0,0,2,1,2,1,3,988.28347458,0.2435073509
35022,2,1,2,1,1,1966,1,,,1,5,,45,60,,1985,2,2,1,1,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,54,15,3,15,,,3,7,3,5,0,0,0,1,1,3,4,2,4,1430.5292923,0.3524741709
35022,2,2,1,2,1,1966,1,,,1,3,,,,,,,,2,2,,,1,1,,,3,3,16,1,4,,1,23,0,1,,2,,,2,,,,,2,,1,2,2,2,2,2,2,,8332,8,37,2,2,,54,15,3,15,,,3,1,1,4,1,1,1,1,1,3,4,2,4,1430.5292923,0.3524741709
35234,2,1,1,1,1,1939,1,,,1,3,,,,,,,,1,1,,,2,15,2,22,10,3,14,2,,,1,36,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,81,9,2,9,,,5,6,3,5,1,1,0,0,2,2,3,1,3,1696.3008012,0.4179587386
35234,2,2,2,2,2,1945,1,2003,2,1,7,1,110,110,0,1971,3,,2,2,,,2,15,3,16,1,,25,2,,,1,20,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,75,,,9,,,5,6,3,5,0,1,0,0,2,2,3,1,3,1696.3008012,0.4179587386
35322,2,1,2,1,1,1937,1,,,1,2,,,,,,,,1,2,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,83,13,3,13,,,5,6,3,5,0,1,0,0,2,3,4,0,2,16729.272499,4.1219963028
35322,2,2,1,2,1,1929,1,,,1,2,,,,,,,,1,1,,,2,15,1,6,4,1,18,2,,,1,40,0,2,,,,,,,,,,,,2,2,2,1,2,1,2,,0,,,,,,91,13,3,13,,,5,6,3,5,1,1,0,0,2,3,4,0,2,16729.272499,4.1219963028
35323,2,1,2,1,1,1937,1,,,1,2,,,,,,,,1,1,,,2,16,,,1,,30,2,,,2,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,83,13,3,13,,,5,6,3,5,0,1,0,0,2,3,4,0,2,7887.6464288,1.9434706093
35323,2,2,1,2,1,1937,1,,,1,2,,,,,,,,1,2,,,2,15,8,6,4,3,15,2,,,1,45,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,83,13,3,13,,,5,6,3,5,1,1,0,0,2,3,4,0,2,7887.6464288,1.9434706093
35340,2,1,2,1,1,1938,1,,,4,1,,,,,,,,1,1,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,82,18,3,18,,,5,6,3,5,1,1,0,0,1,3,4,0,2,9277.1123413,2.2858270002
35340,2,2,1,6,1,1967,1,,,2,2,,,,,,,,2,,2,2017,2,12,1,6,3,1,20,,,15,1,10,1,1,,2,,,2,,,,,,,2,2,2,2,2,2,2,,0,,,,,,53,18,3,18,,,3,7,3,5,0,0,0,0,1,3,4,0,2,9277.1123413,2.2858270002
35372,3,1,1,1,1,1949,1,,,1,3,,,,,,,,1,2,,,2,16,,,1,,22,1,1,,1,10,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,71,18,3,18,,,5,6,3,5,0,1,0,0,3,3,4,0,2,15230.221698,3.7526388272
35372,3,2,2,2,1,1955,1,,,1,3,,,,,,,,1,1,,,2,15,2,15,3,1,17,2,,,1,42,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,65,1,1,18,,,5,6,3,5,1,1,0,0,3,3,4,0,2,15230.221698,3.7526388272
35372,3,3,1,6,1,1976,1,,,2,3,,,,,,,,1,3,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,44,1,1,18,,,2,6,3,5,0,1,0,0,3,3,4,0,2,15230.221698,3.7526388272
35379,2,1,1,1,1,1949,1,,,1,3,,,,,,,,1,1,,,2,15,2,19,1,,18,2,,,1,37,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,71,18,3,18,,,5,6,3,5,1,1,0,0,1,3,4,2,4,2221.159609,0.5472809231
35379,2,2,2,2,1,1957,1,,,1,3,,,,,,,,2,2,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,63,18,3,18,,,4,7,3,5,0,0,0,0,1,3,4,2,4,2221.159609,0.5472809231
35640,2,1,1,1,1,1946,1,,,1,5,,84,100,,1965,2,2,1,1,,,2,15,2,3,1,,19,2,,,1,36,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,74,9,2,9,,,5,6,3,5,1,1,0,0,2,2,3,2,4,1238.9720132,0.3052755616
35640,2,2,2,2,1,1945,1,,,1,4,,,,,,,,1,2,,,2,15,2,17,2,1,14,2,,,1,31,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,75,9,2,9,,,5,6,3,5,0,1,0,0,2,2,3,2,4,1238.9720132,0.3052755616
35682,2,1,2,1,1,1955,1,,,1,5,,10,10,,1975,2,2,1,2,,,2,15,2,11,1,,20,2,,,1,40,3,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,65,5,1,5,,,5,6,3,5,0,1,0,0,2,1,2,2,4,1191.6616585,0.293618563
35682,2,2,1,2,1,1949,1,,,1,2,,,,,,,,2,1,,,2,15,1,3,2,1,16,2,,,1,38,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,71,5,1,5,,,5,6,3,5,1,1,0,0,2,1,2,2,4,1191.6616585,0.293618563
35788,2,1,1,1,1,1951,1,,,1,5,,36,60,,1969,3,1,1,1,,,2,15,2,15,1,,24,2,,,1,38,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,69,5,1,5,,,5,6,3,5,1,1,0,0,2,1,2,2,4,1349.2057992,0.332436531
35788,2,2,2,2,1,1954,1,,,1,3,,,,,,,,1,2,,,2,15,1,7,1,,14,2,,,1,17,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,66,5,1,5,,,5,6,3,5,0,1,0,0,2,1,2,2,4,1349.2057992,0.332436531
36130,2,1,1,1,1,1963,1,,,1,3,,,,,,,,1,1,,,2,15,1,3,1,,14,2,,,1,41,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,57,5,1,5,,,4,6,3,5,1,1,0,1,2,1,2,0,2,8142.3551692,2.0062293746
36130,2,2,2,2,1,1965,1,,,1,3,,,,,,,,2,2,,,1,1,,,4,1,14,1,10,,1,30,0,1,,2,,,2,,,,,2,,1,2,2,2,1,2,2,,8219,3,14,2,2,,55,5,1,5,,,4,1,1,2,0,1,1,1,2,1,2,0,2,8142.3551692,2.0062293746
36186,4,1,2,1,1,1963,1,,,4,3,,,,,,,,1,1,,,1,1,,,3,3,18,1,2,,1,30,0,1,100,2,,,2,,,60,70,2,,1,2,2,1,1,2,2,,6114,1,39,1,2,1300,57,17,3,17,,,4,1,1,1,1,1,1,2,2,3,4,0,1,20564.770136,5.0670408098
36186,4,2,2,7,1,1986,1,,,2,5,,68,100,,2006,2,2,2,2,,,2,12,1,1,2,1,19,,,2,1,4,0,2,,1,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,34,17,3,17,,,1,7,3,5,0,0,0,2,2,3,4,0,1,20564.770136,5.0670408098
36186,4,3,1,7,1,1992,1,,,2,3,,,,,,,,2,,2,2020,2,12,1,9,1,,19,,,1,1,7,0,2,,1,,,,,,,,,,1,2,2,2,1,2,2,,9411,9,,2,2,,28,17,3,17,,,1,7,3,5,0,1,1,2,2,3,4,0,1,20564.770136,5.0670408098
36186,4,4,2,7,1,2000,1,,,2,5,,69,100,,2018,5,1,2,3,,,2,17,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,20,17,3,17,,,1,7,3,5,0,0,0,2,2,3,4,0,1,20564.770136,5.0670408098
36250,1,1,2,1,1,1961,1,,,3,5,,50,60,,1980,2,2,1,1,,,1,2,,,1,,24,2,,,1,35,0,1,90,2,,,2,,,65,80,1,90,1,2,2,2,2,2,2,,5321,17,,2,2,,59,16,3,16,,,4,2,1,3,1,1,1,1,1,3,4,2,4,3368.4242171,0.8299603088
36321,3,1,1,1,1,1950,1,,,1,3,,,,,,,,1,1,,,2,15,1,8,1,,19,2,,,1,39,0,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,70,16,3,16,,,5,6,3,5,1,1,0,0,2,3,4,2,4,4727.7862114,1.1648992677
36321,3,2,2,2,1,1951,1,,,1,2,,,,,,,,1,2,,,2,13,,,0,,,,,,,,,2,,2,,,,,,,,,,2,2,2,2,2,2,2,,0,,,,,,69,16,3,16,,,5,7,3,5,0,0,0,0,2,3,4,2,4,4727.7862114,1.1648992677
36321,3,3,2,6,1,1982,1,,,2,3,,,,,,,,1,3,,,2,16,,,0,,,,,,,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,38,16,3,16,,,2,6,3,5,0,1,0,0,2,3,4,2,4,4727.7862114,1.1648992677
36333,1,1,2,1,1,1958,1,,,4,3,,,,,,,,1,1,,,2,16,,,1,,15,1,15,,2,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,62,12,2,12,,,4,6,3,5,1,1,0,0,1,2,3,2,4,4853.9643352,1.1959888301
36403,2,1,2,1,1,1976,1,,,3,3,,,,,,,,1,,2,2018,2,21,,,0,,,,,,,,,2,,1,0,10,,,,,,,,2,2,2,1,2,1,2,,0,,,,,,44,1,1,1,,,2,7,3,5,1,1,0,0,2,1,1,2,3,8658.620162,2.1334340927
36403,2,2,2,4,1,1943,1,,,4,2,,,,,,,,2,2,,,2,15,1,22,1,,18,2,,,2,,,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,77,16,3,1,,,5,6,3,5,0,1,0,0,2,1,1,2,3,8658.620162,2.1334340927
36409,1,1,1,1,1,1954,1,,,4,5,,10,10,,1974,1,2,1,1,,,2,15,2,15,2,1,17,2,,,1,42,1,2,,,,,,,,,,,,2,2,2,1,2,2,2,,0,,,,,,66,1,1,1,,,5,6,3,5,1,1,0,0,1,1,1,2,3,4288.494143,1.0566602345
